男女,地域識別コード,都道府県,地域名,総数,外国人,韓国|朝鮮,中国,フィリピン,タイ,インドネシア,ベトナム,インド,ネパール,イギリス,アメリカ,ブラジル,ペルー,その他,日本人,不詳
2_女,2,08_茨城県,08203_土浦市,71139,1833,112,401,451,183,11,95,7,23,0,10,171,33,336,67891,1415
2_女,2,08_茨城県,08204_古河市,69609,1374,100,202,527,108,40,62,2,34,0,5,87,23,184,67607,628
2_女,2,08_茨城県,08205_石岡市,36894,532,48,105,82,59,6,31,0,1,0,2,24,7,167,35822,540
2_女,2,08_茨城県,08207_結城市,25204,845,19,84,172,64,3,148,19,55,0,2,125,41,113,24219,140
2_女,2,08_茨城県,08208_龍ケ崎市,38425,939,54,169,186,87,10,193,2,11,0,6,82,23,116,36900,586
2_女,2,08_茨城県,08210_下妻市,21109,889,20,104,198,56,19,130,20,5,1,2,62,146,126,19961,259
2_女,2,08_茨城県,08211_常総市,30369,2238,33,81,571,91,72,185,8,14,0,0,915,78,190,27957,174
2_女,2,08_茨城県,08212_常陸太田市,24897,93,9,21,18,9,3,19,0,3,0,1,1,0,9,24785,19
2_女,2,08_茨城県,08214_高萩市,13895,73,16,11,14,1,0,7,0,11,0,2,7,0,4,13690,132
2_女,2,08_茨城県,08215_北茨城市,21041,198,29,25,34,4,2,2,0,5,0,1,3,3,90,20763,80
2_女,2,08_茨城県,08216_笠間市,37390,328,36,83,73,29,0,21,0,9,2,5,29,2,39,36627,435
2_女,2,08_茨城県,08217_取手市,53048,796,82,196,117,56,13,114,3,42,3,9,54,10,97,51891,361
2_女,2,08_茨城県,08219_牛久市,42878,732,37,160,107,74,5,72,2,8,0,8,188,16,55,41763,383
2_女,2,08_茨城県,08220_つくば市,120613,3265,275,1202,188,130,68,188,98,28,13,47,118,57,853,108265,9083
2_女,2,08_茨城県,08221_ひたちなか市,77288,800,69,231,192,59,46,71,21,11,1,14,13,4,68,75511,977
2_女,2,08_茨城県,08222_鹿嶋市,32516,508,63,116,136,116,6,27,0,1,0,3,11,3,26,31530,478
2_女,2,08_茨城県,08223_潮来市,13932,169,17,21,23,64,1,11,0,5,0,0,1,1,25,13661,102
2_女,2,08_茨城県,08224_守谷市,34258,666,64,174,60,38,9,173,3,13,2,18,56,5,51,33418,174
2_女,2,08_茨城県,08225_常陸大宮市,19875,140,23,28,23,20,0,23,0,1,1,2,9,0,10,19591,144
2_女,2,08_茨城県,08226_那珂市,27455,112,15,30,37,9,2,8,0,0,1,0,0,0,10,27189,154
2_女,2,08_茨城県,08227_筑西市,50735,1251,67,134,292,242,7,162,5,11,0,3,106,26,196,49279,205
2_女,2,08_茨城県,08228_坂東市,25672,875,58,79,223,158,24,120,8,5,0,1,30,5,164,24593,204
2_女,2,08_茨城県,08229_稲敷市,19549,472,27,71,81,158,6,50,0,3,0,2,20,13,41,19006,71
2_女,2,08_茨城県,08230_かすみがうら市,19746,452,7,30,62,94,6,37,1,2,0,2,133,43,35,19278,16
2_女,2,08_茨城県,08231_桜川市,19763,148,13,38,32,19,0,24,0,1,1,0,2,5,13,19570,45
2_女,2,08_茨城県,08232_神栖市,46047,1440,66,342,320,357,39,133,0,6,2,5,83,17,70,44405,202
2_女,2,08_茨城県,08233_行方市,16214,442,10,188,17,55,29,32,1,0,0,0,0,3,107,15771,1
2_女,2,08_茨城県,08234_鉾田市,22577,912,27,289,57,95,95,247,0,2,0,0,4,0,96,21479,186
2_女,2,08_茨城県,08235_つくばみらい市,24977,237,29,62,60,15,6,19,0,0,0,1,20,4,21,23842,898
2_女,2,08_茨城県,08236_小美玉市,24279,561,40,87,84,70,28,169,3,3,0,3,16,14,44,23547,171
2_女,3,08_茨城県,08302_茨城町,15838,233,11,78,23,48,13,10,0,3,0,3,0,4,40,15564,41
2_女,3,08_茨城県,08309_大洗町,7926,370,4,54,39,26,152,49,0,1,0,1,1,4,39,7522,34
2_女,3,08_茨城県,08310_城里町,9184,47,9,7,23,6,0,1,0,0,0,0,0,0,1,9135,2
2_女,3,08_茨城県,08341_東海村,18651,129,16,30,20,8,11,5,0,2,0,8,8,1,20,18391,131
2_女,3,08_茨城県,08364_大子町,8044,59,4,7,27,5,4,4,0,0,1,1,0,0,6,7985,0
2_女,3,08_茨城県,08442_美浦村,7123,170,37,20,35,47,1,3,2,1,0,0,5,1,18,6938,15
2_女,3,08_茨城県,08443_阿見町,24316,506,26,68,182,130,12,20,2,1,0,2,17,1,45,23521,289
2_女,3,08_茨城県,08447_河内町,4180,63,2,19,10,14,3,10,0,0,0,0,0,0,5,4117,0
2_女,3,08_茨城県,08521_八千代町,10035,185,6,30,34,30,4,28,1,2,0,0,4,2,44,9832,18
2_女,3,08_茨城県,08542_五霞町,4027,65,4,11,5,4,2,19,0,0,0,0,11,0,9,3962,0
2_女,3,08_茨城県,08546_境町,11927,357,10,12,102,21,12,24,19,3,0,0,64,8,82,11553,17
2_女,3,08_茨城県,08564_利根町,7858,123,2,27,12,5,0,20,0,2,0,2,9,11,33,7734,1
2_女,a,09_栃木県,09000_栃木県,968216,18721,1232,4035,3018,1216,262,2644,170,586,23,145,1810,1417,2163,936568,12927
2_女,2,09_栃木県,09201_宇都宮市,259141,4578,486,1708,508,490,52,542,60,92,10,42,174,94,320,248142,6421
2_女,2,09_栃木県,09202_足利市,73341,1962,85,261,425,19,51,328,20,56,1,12,202,147,355,71084,295
2_女,2,09_栃木県,09203_栃木市,78141,1619,48,247,258,111,9,233,4,174,3,12,64,178,278,76172,350
2_女,2,09_栃木県,09204_佐野市,58734,1329,39,241,281,18,3,220,7,59,3,13,79,119,247,56755,650
2_女,2,09_栃木県,09205_鹿沼市,47424,631,20,103,60,23,3,314,0,2,0,6,43,16,41,46657,136
2_女,2,09_栃木県,09206_日光市,39838,496,46,87,88,27,10,126,0,34,0,3,26,1,48,39086,256
2_女,2,09_栃木県,09208_小山市,82216,2758,251,317,464,138,26,143,30,126,1,15,472,400,375,78251,1207
2_女,2,09_栃木県,09209_真岡市,38708,1644,34,155,305,106,19,192,3,5,1,3,336,357,128,36805,259
2_女,2,09_栃木県,09210_大田原市,36680,547,23,126,106,37,8,29,6,6,1,7,147,16,35,35399,734
2_女,2,09_栃木県,09211_矢板市,15750,187,6,36,33,10,1,72,0,1,0,1,2,20,5,15524,39
2_女,2,09_栃木県,09213_那須塩原市,57903,988,54,216,206,76,17,69,29,20,0,11,167,33,90,56007,908
2_女,2,09_栃木県,09214_さくら市,21411,178,8,46,29,18,7,35,1,2,0,5,2,5,20,21222,11
2_女,2,09_栃木県,09215_那須烏山市,12496,121,3,33,10,14,8,37,0,0,0,1,2,0,13,12375,0
2_女,2,09_栃木県,09216_下野市,30054,362,25,110,41,16,3,122,3,0,1,2,7,3,29,28682,1010
2_女,3,09_栃木県,09301_上三川町,14964,139,14,47,12,15,2,4,1,0,0,1,17,1,25,14714,111
2_女,3,09_栃木県,09342_益子町,11027,113,9,20,13,21,7,17,0,2,0,2,7,3,12,10836,78
2_女,3,09_栃木県,09343_茂木町,6019,63,2,8,7,5,6,14,0,0,0,0,5,0,16,5951,5
2_女,3,09_栃木県,09344_市貝町,5506,84,3,38,8,10,5,0,0,0,0,0,11,4,5,5409,13
2_女,3,09_栃木県,09345_芳賀町,7420,97,3,28,9,11,0,19,2,0,0,2,11,2,10,7306,17
2_女,3,09_栃木県,09361_壬生町,20032,198,26,52,25,1,1,18,0,4,1,2,7,5,56,19699,135
2_女,3,09_栃木県,09364_野木町,12512,140,19,29,32,12,4,9,0,0,1,1,19,5,9,12372,0
2_女,3,09_栃木県,09384_塩谷町,5219,38,3,14,13,5,2,0,0,0,0,0,0,0,1,5180,1
2_女,3,09_栃木県,09386_高根沢町,13975,201,8,55,22,20,4,55,4,0,0,4,6,6,17,13584,190
2_女,3,09_栃木県,09407_那須町,12172,158,15,34,39,11,6,27,0,3,0,0,3,0,20,11916,98
2_女,3,09_栃木県,09411_那珂川町,7533,90,2,24,24,2,8,19,0,0,0,0,1,2,8,7440,3
2_女,a,10_群馬県,10000_群馬県,979699,26181,1180,3360,4908,719,373,3360,146,1000,15,150,5451,2032,3487,940322,13196
2_女,2,10_群馬県,10201_前橋市,169851,2727,242,492,579,31,86,359,3,213,1,27,160,43,491,161031,6093
2_女,2,10_群馬県,10202_高崎市,190327,2859,262,864,637,230,34,279,8,81,5,37,117,23,282,184992,2476
2_女,2,10_群馬県,10203_桐生市,55053,898,55,136,273,8,13,113,3,17,2,8,18,61,191,53926,229
2_女,2,10_群馬県,10204_伊勢崎市,105500,5693,97,259,879,97,41,767,11,91,2,3,1466,1033,947,98657,1150
2_女,2,10_群馬県,10205_太田市,108908,4786,215,472,1039,54,71,589,75,149,2,22,1336,301,461,102928,1194
2_女,2,10_群馬県,10206_沼田市,23395,281,27,68,55,38,19,22,0,10,0,4,5,2,31,22968,146
2_女,2,10_群馬県,10207_館林市,37540,1181,35,227,250,29,9,151,6,68,0,6,76,33,291,36116,243
2_女,2,10_群馬県,10208_渋川市,38218,430,17,83,165,33,4,56,0,19,0,6,5,11,31,37630,158
2_女,2,10_群馬県,10209_藤岡市,32495,413,33,115,61,14,5,102,6,15,2,3,8,6,43,31951,131
2_女,2,10_群馬県,10210_富岡市,24043,467,30,138,55,12,0,169,0,22,0,2,3,2,34,23544,32
2_女,2,10_群馬県,10211_安中市,28059,290,22,40,74,15,2,74,0,5,0,4,16,15,23,27672,97
2_女,2,10_群馬県,10212_みどり市,25086,334,31,11,126,3,1,80,0,4,0,0,6,10,62,24665,87
2_女,3,10_群馬県,10344_榛東村,7026,82,1,10,16,3,0,26,0,0,1,0,3,2,20,6922,22
2_女,3,10_群馬県,10345_吉岡町,11179,90,6,12,22,8,1,21,0,0,0,1,3,1,15,11072,17
2_女,3,10_群馬県,10366_上野村,555,17,0,3,3,4,0,7,0,0,0,0,0,0,0,538,0
2_女,3,10_群馬県,10367_神流町,852,8,0,1,2,1,3,0,0,0,0,1,0,0,0,844,0
2_女,3,10_群馬県,10382_下仁田町,3352,23,0,16,5,0,0,0,0,0,0,0,0,0,2,3329,0
2_女,3,10_群馬県,10383_南牧村,849,2,1,0,0,1,0,0,0,0,0,0,0,0,0,847,0
2_女,3,10_群馬県,10384_甘楽町,6316,66,2,25,4,1,0,13,0,10,0,0,2,0,9,6246,4
2_女,3,10_群馬県,10421_中之条町,7888,111,1,41,34,6,0,7,0,4,0,3,2,0,13,7767,10
2_女,3,10_群馬県,10424_長野原町,2566,27,0,4,3,6,1,3,0,1,0,0,0,0,9,2538,1
2_女,3,10_群馬県,10425_嬬恋村,4328,32,3,8,4,4,1,1,0,5,0,1,2,0,3,4291,5
2_女,3,10_群馬県,10426_草津町,3015,127,7,22,14,9,0,20,0,30,0,0,3,1,21,2824,64
2_女,3,10_群馬県,10428_高山村,1766,68,2,3,2,5,0,22,0,27,0,0,0,0,7,1698,0
2_女,3,10_群馬県,10429_東吾妻町,6460,148,4,73,36,3,4,17,1,2,0,3,1,0,4,6310,2
2_女,3,10_群馬県,10443_片品村,2044,14,0,1,3,1,0,4,0,3,0,0,0,0,2,2024,6
2_女,3,10_群馬県,10444_川場村,1887,6,0,2,1,1,0,0,0,0,0,0,0,0,2,1881,0
2_女,3,10_群馬県,10448_昭和村,3498,247,3,61,19,21,26,94,0,0,0,4,1,0,18,3251,0
2_女,3,10_群馬県,10449_みなかみ町,8846,113,8,26,18,8,1,24,0,16,0,2,1,0,9,8730,3
2_女,3,10_群馬県,10464_玉村町,18460,414,17,40,209,9,2,29,0,2,0,7,54,6,39,17494,552
2_女,3,10_群馬県,10521_板倉町,7052,141,1,10,23,1,0,55,0,0,0,2,3,6,40,6849,62
2_女,3,10_群馬県,10522_明和町,5417,134,4,15,26,6,0,32,1,16,0,1,13,1,19,5262,21
2_女,3,10_群馬県,10523_千代田町,5391,189,3,17,28,13,7,38,1,12,0,0,31,7,32,5175,27
2_女,3,10_群馬県,10524_大泉町,19807,3469,43,43,203,40,39,125,30,172,0,2,2059,455,258,16020,318
2_女,3,10_群馬県,10525_邑楽町,12670,294,8,22,40,4,3,61,1,6,0,1,57,13,78,12330,46
2_女,a,11_埼玉県,11000_埼玉県,3692596,82222,7381,31757,11731,1976,774,7702,291,1791,106,504,2966,1333,13910,3539406,70968
2_女,1,11_埼玉県,11100_さいたま市,671105,12102,1464,5318,1324,210,127,1203,44,279,25,101,90,31,1886,646318,12685
2_女,0,11_埼玉県,11101_さいたま市西区,47656,494,67,184,97,13,2,42,9,25,0,6,5,3,41,46750,412
2_女,0,11_埼玉県,11102_さいたま市北区,75872,1169,119,341,113,18,7,80,12,8,1,12,8,2,448,72391,2312
2_女,0,11_埼玉県,11103_さいたま市大宮区,59446,1317,168,520,78,16,24,72,2,20,4,13,5,4,391,57738,391
2_女,0,11_埼玉県,11104_さいたま市見沼区,84300,1439,217,570,218,27,21,205,7,22,4,12,13,2,121,81329,1532
2_女,0,11_埼玉県,11105_さいたま市中央区,52253,903,127,442,73,15,3,106,4,38,1,10,1,0,83,50319,1031
2_女,0,11_埼玉県,11106_さいたま市桜区,48897,1234,121,495,147,19,14,204,0,36,3,8,11,3,173,46115,1548
2_女,0,11_埼玉県,11107_さいたま市浦和区,85268,1520,175,889,88,25,10,103,3,27,6,15,9,5,165,81774,1974
2_女,0,11_埼玉県,11108_さいたま市南区,96072,2307,264,1192,265,20,35,219,3,82,1,15,18,4,189,91837,1928
2_女,0,11_埼玉県,11109_さいたま市緑区,65105,756,136,261,104,17,9,18,1,8,3,5,2,6,186,63615,734
2_女,0,11_埼玉県,11110_さいたま市岩槻区,56236,963,70,424,141,40,2,154,3,13,2,5,18,2,89,54450,823
2_女,2,11_埼玉県,11201_川越市,177091,2696,219,848,343,51,34,279,2,70,5,27,122,46,650,159071,15324
2_女,2,11_埼玉県,11202_熊谷市,97328,1575,178,534,321,63,16,132,5,28,3,10,62,61,162,94977,776
2_女,2,11_埼玉県,11203_川口市,295036,15969,1145,7410,1161,120,40,664,18,157,12,44,93,31,5074,275963,3104
2_女,2,11_埼玉県,11206_行田市,39881,690,32,88,91,27,11,59,1,12,1,2,124,96,146,38888,303
2_女,2,11_埼玉県,11207_秩父市,30606,326,13,117,112,32,1,25,1,2,0,2,7,1,13,30200,80
2_女,2,11_埼玉県,11208_所沢市,174267,1944,250,865,231,35,14,129,0,23,3,19,56,13,306,154873,17450
2_女,2,11_埼玉県,11209_飯能市,40067,468,50,119,99,12,12,27,0,3,3,11,23,71,38,39206,393
2_女,2,11_埼玉県,11210_加須市,55641,1006,56,176,192,37,6,174,0,20,0,3,192,56,94,54313,322
2_女,2,11_埼玉県,11211_本庄市,39353,1188,34,151,214,66,20,121,11,11,2,3,363,107,85,37716,449
2_女,2,11_埼玉県,11212_東松山市,45604,1123,73,240,154,18,12,224,7,21,1,4,199,72,98,43474,1007
2_女,2,11_埼玉県,11214_春日部市,116325,1692,133,444,329,70,16,150,2,23,1,4,13,1,506,114301,332
2_女,2,11_埼玉県,11215_狭山市,74521,1274,95,315,388,143,12,89,4,18,0,12,82,41,75,72810,437
2_女,2,11_埼玉県,11216_羽生市,26720,636,19,177,72,15,11,48,0,91,0,2,67,12,122,25063,1021
2_女,2,11_埼玉県,11217_鴻巣市,59155,820,62,209,102,18,9,55,4,11,0,3,93,37,217,58126,209
2_女,2,11_埼玉県,11218_深谷市,71068,1220,79,281,235,44,12,87,6,10,1,8,75,191,191,69116,732
2_女,2,11_埼玉県,11219_上尾市,114652,1723,148,577,328,87,42,122,3,29,1,14,56,43,273,109074,3855
2_女,2,11_埼玉県,11221_草加市,123091,3671,514,1294,811,105,22,264,9,70,5,16,85,33,443,119393,27
2_女,2,11_埼玉県,11222_越谷市,172874,3397,421,1374,649,87,52,258,7,71,7,19,39,17,396,169427,50
2_女,2,11_埼玉県,11223_蕨市,36813,3104,212,2071,227,21,5,228,4,117,3,4,1,7,204,33498,211
2_女,2,11_埼玉県,11224_戸田市,69511,3049,331,1742,302,32,22,262,13,103,2,11,41,5,183,64567,1895
2_女,2,11_埼玉県,11225_入間市,73848,1023,68,335,223,24,3,136,2,36,1,12,38,34,111,72623,202
2_女,2,11_埼玉県,11227_朝霞市,70387,1813,181,786,194,18,8,203,4,103,1,17,80,6,212,68291,283
2_女,2,11_埼玉県,11228_志木市,38401,866,73,365,142,30,6,121,4,53,2,3,10,3,54,37274,261
2_女,2,11_埼玉県,11229_和光市,40851,1037,122,536,77,14,14,46,19,32,2,16,7,2,150,39749,65
2_女,2,11_埼玉県,11230_新座市,84236,1619,175,674,335,32,15,141,9,35,3,34,24,3,139,80459,2158
2_女,2,11_埼玉県,11231_桶川市,37798,363,40,153,53,11,4,48,2,20,1,2,3,4,22,37314,121
2_女,2,11_埼玉県,11232_久喜市,75975,1410,77,273,280,99,36,218,3,37,0,4,122,83,178,73624,941
2_女,2,11_埼玉県,11233_北本市,32987,300,37,99,60,10,3,44,0,5,0,5,7,4,26,32610,77
2_女,2,11_埼玉県,11234_八潮市,45368,1717,170,459,424,41,21,377,61,6,2,6,28,9,113,42549,1102
2_女,2,11_埼玉県,11235_富士見市,56988,1137,118,402,149,13,13,77,0,28,0,13,10,3,311,54780,1071
2_女,2,11_埼玉県,11237_三郷市,70659,2116,181,810,368,50,12,297,6,32,2,7,15,15,321,68015,528
2_女,2,11_埼玉県,11238_蓮田市,31031,302,32,90,42,6,0,22,1,15,2,2,13,2,75,30722,7
2_女,2,11_埼玉県,11239_坂戸市,50234,1175,51,328,168,24,3,184,2,34,2,5,117,27,230,48332,727
2_女,2,11_埼玉県,11240_幸手市,25087,478,26,94,153,16,3,66,2,10,1,2,38,22,45,24453,156
2_女,2,11_埼玉県,11241_鶴ヶ島市,35532,684,51,219,148,21,7,81,15,26,1,15,40,6,54,34717,131
2_女,2,11_埼玉県,11242_日高市,27618,467,38,85,66,15,25,80,0,2,1,5,48,39,63,27110,41
2_女,2,11_埼玉県,11243_吉川市,36179,799,63,254,114,20,12,253,0,17,1,4,2,3,56,35356,24
2_女,2,11_埼玉県,11245_ふじみ野市,57512,1291,86,508,319,30,10,115,10,82,2,5,7,2,115,55773,448
2_女,2,11_埼玉県,11246_白岡市,26450,266,25,79,44,14,8,36,2,8,0,7,11,4,28,26072,112
2_女,3,11_埼玉県,11301_伊奈町,22302,176,15,42,34,3,1,11,0,2,1,1,5,11,50,21932,194
2_女,3,11_埼玉県,11324_三芳町,19485,360,39,161,85,4,9,19,0,1,0,2,12,2,26,19077,48
2_女,3,11_埼玉県,11326_毛呂山町,17832,296,23,50,94,10,0,36,1,0,0,4,25,11,42,17208,328
2_女,3,11_埼玉県,11327_越生町,5535,73,8,18,13,3,0,4,0,0,0,0,9,6,12,5451,11
2_女,3,11_埼玉県,11341_滑川町,9662,221,10,54,14,10,27,35,0,4,0,2,40,6,19,9349,92
2_女,3,11_埼玉県,11342_嵐山町,8948,283,5,40,25,8,0,125,0,6,1,1,54,3,15,8624,41
2_女,3,11_埼玉県,11343_小川町,14334,124,17,29,18,12,10,7,1,9,0,1,6,5,9,14178,32
2_女,3,11_埼玉県,11346_川島町,9555,173,12,37,60,8,3,30,0,0,0,1,8,5,9,9366,16
2_女,3,11_埼玉県,11347_吉見町,9065,79,8,17,13,5,0,9,0,0,0,1,9,3,14,8967,19
2_女,3,11_埼玉県,11348_鳩山町,7004,82,8,25,7,6,0,5,0,0,2,1,6,1,21,6918,4
2_女,3,11_埼玉県,11349_ときがわ町,5207,55,4,14,7,4,0,11,0,0,0,1,2,0,12,5152,0
2_女,3,11_埼玉県,11361_横瀬町,4013,47,1,14,23,2,1,1,0,0,0,1,0,0,4,3963,3
2_女,3,11_埼玉県,11362_皆野町,4719,33,1,5,8,17,0,0,0,0,0,0,0,0,2,4674,12
2_女,3,11_埼玉県,11363_長瀞町,3486,11,0,5,1,3,0,0,0,0,0,0,0,0,2,3473,2
2_女,3,11_埼玉県,11365_小鹿野町,5546,51,0,27,6,10,0,0,0,0,0,0,0,0,8,5490,5
2_女,3,11_埼玉県,11369_東秩父村,1357,7,0,1,2,3,0,0,0,0,0,0,0,1,0,1350,0
2_女,3,11_埼玉県,11381_美里町,5499,45,6,11,3,2,0,2,0,0,1,0,12,2,6,5445,9
2_女,3,11_埼玉県,11383_神川町,6604,174,1,14,19,7,0,75,0,0,0,2,18,0,38,6391,39
2_女,3,11_埼玉県,11385_上里町,15331,509,10,75,57,16,16,40,3,8,0,0,226,17,41,14177,645
2_女,3,11_埼玉県,11408_寄居町,16321,275,13,38,45,31,4,83,0,1,0,2,19,10,29,16044,2
2_女,3,11_埼玉県,11442_宮代町,16965,187,19,73,43,13,1,12,0,5,1,1,4,2,13,16553,225
2_女,3,11_埼玉県,11464_杉戸町,21918,259,20,60,75,8,2,17,2,4,0,0,5,4,62,21538,121
2_女,3,11_埼玉県,11465_松伏町,14058,166,19,48,35,10,1,35,1,1,1,0,3,1,11,13889,3
2_女,a,12_千葉県,12000_千葉県,3166493,74278,7918,26559,12624,3883,760,7137,438,2674,156,614,1479,1156,8880,3042017,50198
2_女,1,12_千葉県,12100_千葉市,493705,12093,1689,5377,1645,379,111,760,54,305,18,115,135,132,1373,465214,16398
2_女,0,12_千葉県,12101_千葉市中央区,105970,2486,574,943,416,65,16,146,12,39,1,25,17,14,218,94323,9161
2_女,0,12_千葉県,12102_千葉市花見川区,90048,1942,201,639,237,56,15,221,7,128,2,34,73,72,257,85113,2993
2_女,0,12_千葉県,12103_千葉市稲毛区,80237,1779,185,694,198,48,20,149,10,47,2,8,12,15,391,77284,1174
2_女,0,12_千葉県,12104_千葉市若葉区,73940,1720,344,410,484,126,16,65,6,53,0,9,12,10,185,70614,1606
2_女,0,12_千葉県,12105_千葉市緑区,66300,718,139,241,132,40,5,46,2,14,3,7,12,7,70,64899,683
2_女,0,12_千葉県,12106_千葉市美浜区,77210,3448,246,2450,178,44,39,133,17,24,10,32,9,14,252,72981,781
2_女,2,12_千葉県,12202_銚子市,30183,1058,52,288,149,197,12,219,0,5,1,6,6,0,123,28993,132
2_女,2,12_千葉県,12203_市川市,245325,7986,690,3309,1015,319,76,634,159,506,25,72,43,70,1068,232866,4473
2_女,2,12_千葉県,12204_船橋市,324047,8591,813,3813,929,212,46,1278,35,464,20,59,187,60,675,309458,5998
2_女,2,12_千葉県,12205_館山市,23307,205,33,36,89,4,1,9,0,3,0,2,1,0,27,22623,479
2_女,2,12_千葉県,12206_木更津市,67716,1318,170,253,344,57,39,239,14,8,1,12,65,4,112,65310,1088
2_女,2,12_千葉県,12207_松戸市,251022,8143,842,3601,1237,253,117,949,26,251,13,48,50,39,717,240397,2482
2_女,2,12_千葉県,12208_野田市,76443,1551,106,373,436,85,11,136,19,65,4,12,21,12,271,73997,895
2_女,2,12_千葉県,12210_茂原市,44139,725,127,138,200,128,7,50,2,10,2,4,21,8,28,42785,629
2_女,2,12_千葉県,12211_成田市,66675,2581,218,517,537,227,50,189,4,240,0,10,50,146,393,62913,1181
2_女,2,12_千葉県,12212_佐倉市,86322,1665,154,392,351,59,8,108,12,57,14,12,51,101,346,84284,373
2_女,2,12_千葉県,12213_東金市,28968,714,128,222,97,74,2,50,3,3,1,4,6,12,112,27867,387
2_女,2,12_千葉県,12215_旭市,32366,635,21,148,67,249,21,56,0,9,0,5,3,5,51,31614,117
2_女,2,12_千葉県,12216_習志野市,88315,2148,196,700,422,42,11,306,4,146,5,12,73,47,184,85163,1004
2_女,2,12_千葉県,12217_柏市,215644,4224,513,1753,625,128,60,437,17,115,8,33,50,40,445,206715,4705
2_女,2,12_千葉県,12218_勝浦市,8223,74,9,19,12,7,0,19,0,0,0,1,1,0,6,8146,3
2_女,2,12_千葉県,12219_市原市,131086,2851,364,477,1135,223,18,76,4,54,4,12,150,93,241,126118,2117
2_女,2,12_千葉県,12220_流山市,101418,1393,137,451,184,30,7,55,16,23,2,17,19,3,449,98770,1255
2_女,2,12_千葉県,12221_八千代市,101578,2877,247,725,590,70,11,355,11,155,1,21,309,171,211,98491,210
2_女,2,12_千葉県,12222_我孫子市,66964,887,100,306,160,26,14,86,3,34,3,6,6,16,127,65487,590
2_女,2,12_千葉県,12223_鴨川市,16892,329,21,122,82,8,1,58,0,9,0,10,0,0,18,16542,21
2_女,2,12_千葉県,12224_鎌ケ谷市,56340,809,106,274,179,29,16,47,7,25,4,15,4,22,81,54636,895
2_女,2,12_千葉県,12225_君津市,40278,455,63,104,148,16,10,33,0,6,0,4,18,1,52,39269,554
2_女,2,12_千葉県,12226_富津市,20936,214,33,28,42,2,0,12,0,0,0,3,21,4,69,20451,271
2_女,2,12_千葉県,12227_浦安市,87856,1862,231,714,252,47,20,172,16,61,15,43,22,3,266,84825,1169
2_女,2,12_千葉県,12228_四街道市,47229,900,90,258,148,45,2,20,0,13,1,7,9,5,302,45747,582
2_女,2,12_千葉県,12229_袖ケ浦市,31669,363,31,94,97,28,1,23,9,10,0,6,5,2,57,30926,380
2_女,2,12_千葉県,12230_八街市,33342,1104,82,243,273,105,9,121,12,5,0,6,22,67,159,31878,360
2_女,2,12_千葉県,12231_印西市,52035,1104,145,517,125,24,11,106,5,10,2,17,19,13,110,50801,130
2_女,2,12_千葉県,12232_白井市,31525,488,59,189,52,17,7,51,0,1,3,1,6,12,90,30766,271
2_女,2,12_千葉県,12233_富里市,24432,1312,130,236,320,144,10,89,0,27,1,6,75,33,241,22968,152
2_女,2,12_千葉県,12234_南房総市,18820,267,13,94,53,2,2,72,0,3,0,1,1,0,26,18532,21
2_女,2,12_千葉県,12235_匝瑳市,17789,243,17,42,42,90,3,24,0,0,0,1,0,1,23,17546,0
2_女,2,12_千葉県,12236_香取市,36730,492,28,122,52,120,6,109,1,0,2,1,3,4,44,35942,296
2_女,2,12_千葉県,12237_山武市,24244,433,56,78,90,77,3,8,1,0,0,1,3,2,114,23742,69
2_女,2,12_千葉県,12238_いすみ市,18182,266,19,51,80,64,3,17,2,0,2,8,3,0,17,17916,0
2_女,2,12_千葉県,12239_大網白里市,24580,360,44,78,86,72,5,21,0,5,1,9,2,4,33,24097,123
2_女,3,12_千葉県,12322_酒々井町,10590,267,36,63,45,11,12,10,1,40,1,1,1,11,35,10122,201
2_女,3,12_千葉県,12329_栄町,10258,157,14,52,36,16,2,5,0,0,0,0,6,2,24,10101,0
2_女,3,12_千葉県,12342_神崎町,2878,52,4,7,8,9,1,4,0,0,0,2,0,2,15,2787,39
2_女,3,12_千葉県,12347_多古町,6794,175,2,78,15,23,0,35,0,0,0,0,2,0,20,6586,33
2_女,3,12_千葉県,12349_東庄町,6653,73,2,10,14,22,1,15,0,0,1,1,5,0,2,6571,9
2_女,3,12_千葉県,12403_九十九里町,7436,146,9,41,17,17,0,45,0,0,0,1,1,0,15,7262,28
2_女,3,12_千葉県,12409_芝山町,3559,109,7,13,15,32,6,0,1,1,0,2,0,5,27,3445,5
2_女,3,12_千葉県,12410_横芝光町,11308,186,20,28,31,53,0,15,0,0,0,2,3,2,32,11118,4
2_女,3,12_千葉県,12421_一宮町,6073,77,12,28,15,3,3,5,0,2,0,1,0,0,8,5937,59
2_女,3,12_千葉県,12422_睦沢町,3501,31,2,17,3,7,0,0,0,0,0,0,0,0,2,3470,0
2_女,3,12_千葉県,12423_長生村,7002,59,8,20,17,9,0,1,0,0,0,0,0,0,4,6943,0
2_女,3,12_千葉県,12424_白子町,5190,49,7,10,14,9,0,0,0,0,0,0,0,0,9,5139,2
2_女,3,12_千葉県,12426_長柄町,3426,44,3,13,6,3,1,0,0,0,0,0,1,2,15,3382,0
2_女,3,12_千葉県,12427_長南町,3671,20,3,9,4,4,0,0,0,0,0,0,0,0,0,3651,0
2_女,3,12_千葉県,12441_大多喜町,4578,46,5,11,9,4,3,7,0,0,0,2,0,0,5,4528,4
