男女,地域識別コード,都道府県,地域名,総数,外国人,韓国|朝鮮,中国,フィリピン,タイ,インドネシア,ベトナム,インド,ネパール,イギリス,アメリカ,ブラジル,ペルー,その他,日本人,不詳
0_総数,a,00_全国,00000_全国,126146099,2402460,374593,667475,230351,42702,49147,320805,27915,67325,13590,47875,180014,41034,339634,121541155,2202484
0_総数,a,01_北海道,01000_北海道,5224614,34321,4074,9548,2057,619,681,8770,609,643,352,1090,144,44,5690,5151366,38927
0_総数,1,01_北海道,01100_札幌市,1973395,12634,2363,4573,445,181,176,1377,134,231,163,522,58,12,2399,1933094,27667
0_総数,0,01_北海道,01101_札幌市中央区,248680,2413,527,830,69,36,23,212,33,50,51,172,6,2,402,238156,8111
0_総数,0,01_北海道,01102_札幌市北区,289323,2770,293,1364,72,50,68,168,70,59,30,76,15,1,504,282182,4371
0_総数,0,01_北海道,01103_札幌市東区,265379,1655,272,532,82,22,25,196,10,23,17,37,9,1,429,257346,6378
0_総数,0,01_北海道,01104_札幌市白石区,211835,1094,248,315,54,13,11,204,2,11,9,25,3,2,197,210298,443
0_総数,0,01_北海道,01105_札幌市豊平区,225298,1435,403,446,54,18,15,73,8,17,20,71,3,3,304,222023,1840
0_総数,0,01_北海道,01106_札幌市南区,135777,580,86,211,19,12,4,43,2,18,14,51,1,3,116,133106,2091
0_総数,0,01_北海道,01107_札幌市西区,217040,975,171,211,48,15,13,208,6,16,14,36,13,0,224,213606,2459
0_総数,0,01_北海道,01108_札幌市厚別区,125083,670,71,373,21,8,6,66,2,18,2,18,2,0,83,124408,5
0_総数,0,01_北海道,01109_札幌市手稲区,142625,467,47,128,15,4,7,146,1,10,2,18,1,0,88,140885,1273
0_総数,0,01_北海道,01110_札幌市清田区,112355,575,245,163,11,3,4,61,0,9,4,18,5,0,52,111084,696
0_総数,2,01_北海道,01202_函館市,251084,989,126,217,73,9,23,307,4,31,13,23,4,4,155,248208,1887
0_総数,2,01_北海道,01203_小樽市,111299,552,62,109,13,14,2,128,0,7,5,27,2,0,183,109971,776
0_総数,2,01_北海道,01204_旭川市,329306,1082,187,177,82,8,17,368,2,57,13,36,9,1,125,325287,2937
0_総数,2,01_北海道,01205_室蘭市,82383,380,57,148,10,9,3,66,9,9,1,9,1,0,58,81658,345
0_総数,2,01_北海道,01206_釧路市,165077,815,80,149,93,2,11,391,0,12,5,14,2,1,55,163026,1236
0_総数,2,01_北海道,01207_帯広市,166536,717,106,83,32,8,24,190,8,17,2,26,7,0,214,165759,60
0_総数,2,01_北海道,01208_北見市,115480,402,52,98,34,0,11,95,4,0,1,7,2,0,98,114601,477
0_総数,2,01_北海道,01209_夕張市,7334,87,4,73,0,0,1,4,4,0,0,0,1,0,0,7247,0
0_総数,2,01_北海道,01210_岩見沢市,79306,196,21,41,15,3,5,46,2,7,1,18,1,0,36,79031,79
0_総数,2,01_北海道,01211_網走市,35759,321,29,176,11,0,13,47,0,5,0,10,1,0,29,35429,9
0_総数,2,01_北海道,01212_留萌市,20114,134,8,3,1,0,0,102,0,5,0,2,0,0,13,19940,40
0_総数,2,01_北海道,01213_苫小牧市,170113,722,116,128,40,9,5,246,22,17,4,11,0,12,112,168873,518
0_総数,2,01_北海道,01214_稚内市,33563,435,27,161,5,1,0,183,0,38,0,7,0,0,13,33083,45
0_総数,2,01_北海道,01215_美唄市,20413,44,15,10,4,0,0,3,0,3,0,2,0,0,7,20343,26
0_総数,2,01_北海道,01216_芦別市,12555,17,2,8,3,0,0,2,0,0,0,0,0,1,1,12536,2
0_総数,2,01_北海道,01217_江別市,121056,635,69,173,16,5,11,177,2,8,3,20,9,1,141,119589,832
0_総数,2,01_北海道,01218_赤平市,9698,67,6,15,7,0,0,33,0,0,0,2,0,0,4,9631,0
0_総数,2,01_北海道,01219_紋別市,21215,529,0,103,1,80,2,264,0,0,0,0,0,0,79,20674,12
0_総数,2,01_北海道,01220_士別市,17858,76,8,21,1,0,0,38,0,1,0,6,0,0,1,17756,26
0_総数,2,01_北海道,01221_名寄市,27282,50,7,9,4,0,0,15,0,1,2,5,0,0,7,27014,218
0_総数,2,01_北海道,01222_三笠市,8040,15,1,1,1,1,0,5,0,0,0,0,0,0,6,8025,0
0_総数,2,01_北海道,01223_根室市,24636,306,4,6,9,0,4,262,0,0,1,0,0,0,20,24249,81
0_総数,2,01_北海道,01224_千歳市,97950,704,138,200,83,24,23,72,16,4,5,26,5,0,108,97223,23
0_総数,2,01_北海道,01225_滝川市,39490,109,16,7,11,1,0,39,0,4,0,5,0,0,26,39013,368
0_総数,2,01_北海道,01226_砂川市,16486,29,6,0,3,1,0,14,0,0,0,1,0,0,4,16450,7
0_総数,2,01_北海道,01227_歌志内市,2989,10,2,0,5,0,0,2,0,0,0,1,0,0,0,2979,0
0_総数,2,01_北海道,01228_深川市,20039,110,10,53,19,1,1,16,0,4,0,2,0,0,4,19927,2
0_総数,2,01_北海道,01229_富良野市,21131,224,11,84,2,8,1,49,0,15,3,5,0,0,46,20825,82
0_総数,2,01_北海道,01230_登別市,46391,167,35,53,4,4,1,30,0,7,0,6,0,0,27,46118,106
0_総数,2,01_北海道,01231_恵庭市,70331,438,34,89,109,3,6,93,0,20,1,2,2,0,79,69840,53
0_総数,2,01_北海道,01233_伊達市,32826,180,5,56,4,6,0,91,0,3,2,6,0,0,7,32644,2
0_総数,2,01_北海道,01234_北広島市,58171,369,17,94,8,4,4,78,4,5,1,10,7,0,137,57695,107
0_総数,2,01_北海道,01235_石狩市,56869,451,21,27,14,2,9,296,2,0,1,5,2,1,71,56418,0
0_総数,2,01_北海道,01236_北斗市,44302,300,17,84,30,0,1,147,0,0,0,5,0,0,16,44002,0
0_総数,3,01_北海道,01303_当別町,15916,119,22,21,5,1,0,17,0,6,1,2,0,0,44,15739,58
0_総数,3,01_北海道,01304_新篠津村,3044,8,1,2,0,0,0,4,0,0,0,0,0,0,1,3035,1
0_総数,3,01_北海道,01331_松前町,6260,42,1,2,2,1,1,29,0,0,0,5,0,0,1,6218,0
0_総数,3,01_北海道,01332_福島町,3794,36,2,2,1,0,0,28,0,0,0,2,0,0,1,3758,0
0_総数,3,01_北海道,01333_知内町,4167,63,0,6,0,0,0,55,0,0,0,1,0,0,1,4104,0
0_総数,3,01_北海道,01334_木古内町,3832,24,4,1,2,0,0,16,0,0,0,1,0,0,0,3807,1
0_総数,3,01_北海道,01337_七飯町,27686,112,10,13,58,0,0,17,0,0,0,4,0,0,10,27574,0
0_総数,3,01_北海道,01343_鹿部町,3760,114,0,55,0,3,4,13,0,0,0,2,0,0,37,3646,0
0_総数,3,01_北海道,01345_森町,14338,313,1,60,1,0,1,206,0,0,0,4,0,0,40,14000,25
0_総数,3,01_北海道,01346_八雲町,15826,225,2,72,1,0,44,61,0,7,0,0,2,0,36,15526,75
0_総数,3,01_北海道,01347_長万部町,5109,177,0,65,0,0,20,88,0,0,0,1,0,0,3,4932,0
0_総数,3,01_北海道,01361_江差町,7428,19,2,3,5,0,4,2,0,0,1,1,0,0,1,7406,3
0_総数,3,01_北海道,01362_上ノ国町,4306,50,2,5,0,0,0,36,0,0,0,1,0,0,6,4255,1
0_総数,3,01_北海道,01363_厚沢部町,3592,30,5,1,0,0,0,11,0,1,0,1,0,0,11,3562,0
0_総数,3,01_北海道,01364_乙部町,3403,17,0,0,0,0,0,15,0,0,0,1,0,0,1,3386,0
0_総数,3,01_北海道,01367_奥尻町,2410,8,2,0,0,0,0,3,0,0,0,2,0,0,1,2402,0
0_総数,3,01_北海道,01370_今金町,5072,4,0,1,0,0,0,0,1,0,0,0,0,0,2,5068,0
0_総数,3,01_北海道,01371_せたな町,7398,30,1,22,0,1,2,1,0,0,0,3,0,0,0,7368,0
0_総数,3,01_北海道,01391_島牧村,1356,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1354,0
0_総数,3,01_北海道,01392_寿都町,2838,54,1,34,1,1,0,16,0,0,0,1,0,0,0,2784,0
0_総数,3,01_北海道,01393_黒松内町,2791,16,0,1,1,0,0,6,0,0,0,0,0,0,8,2775,0
0_総数,3,01_北海道,01394_蘭越町,4568,38,0,4,1,0,1,11,0,1,1,5,0,0,14,4530,0
0_総数,3,01_北海道,01395_ニセコ町,5074,246,6,25,8,2,14,3,0,8,19,18,1,0,142,4799,29
0_総数,3,01_北海道,01396_真狩村,2045,37,1,3,1,1,12,7,0,0,6,3,0,0,3,2008,0
0_総数,3,01_北海道,01397_留寿都村,1911,113,3,31,0,2,16,10,3,9,1,0,1,0,37,1798,0
0_総数,3,01_北海道,01398_喜茂別町,2156,63,0,18,1,0,7,13,0,0,0,2,0,0,22,2093,0
0_総数,3,01_北海道,01399_京極町,2941,53,2,37,7,0,2,0,0,0,0,2,0,0,3,2887,1
0_総数,3,01_北海道,01400_倶知安町,15129,589,22,109,40,6,13,21,7,15,63,24,4,1,264,14257,283
0_総数,3,01_北海道,01401_共和町,5772,9,3,1,1,0,0,0,0,1,0,0,0,0,3,5763,0
0_総数,3,01_北海道,01402_岩内町,11648,47,4,1,3,1,0,23,0,1,0,3,0,0,11,11599,2
0_総数,3,01_北海道,01403_泊村,1569,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1566,0
0_総数,3,01_北海道,01404_神恵内村,870,1,0,0,0,0,0,0,0,0,0,1,0,0,0,869,0
0_総数,3,01_北海道,01405_積丹町,1831,4,0,0,0,0,0,0,0,1,0,1,0,0,2,1827,0
0_総数,3,01_北海道,01406_古平町,2745,53,1,14,0,0,4,32,0,0,1,0,0,0,1,2692,0
0_総数,3,01_北海道,01407_仁木町,3180,67,1,11,7,0,0,35,0,4,1,0,0,0,8,3113,0
0_総数,3,01_北海道,01408_余市町,18000,125,5,9,6,0,19,77,0,0,1,1,0,0,7,17863,12
0_総数,3,01_北海道,01409_赤井川村,1165,60,2,8,5,3,5,0,15,2,1,2,0,0,17,1105,0
0_総数,3,01_北海道,01423_南幌町,7319,46,2,23,2,1,0,14,0,0,1,3,0,0,0,7273,0
0_総数,3,01_北海道,01424_奈井江町,5120,28,5,7,3,1,0,10,0,0,1,0,0,0,1,5091,1
0_総数,3,01_北海道,01425_上砂川町,2841,17,0,6,0,0,0,8,0,0,0,1,0,0,2,2824,0
0_総数,3,01_北海道,01427_由仁町,4822,24,6,1,0,0,0,12,0,0,0,2,0,0,3,4798,0
0_総数,3,01_北海道,01428_長沼町,10289,26,3,2,3,1,0,9,0,2,0,2,0,0,4,10239,24
0_総数,3,01_北海道,01429_栗山町,11272,35,3,5,1,0,0,15,0,5,0,2,0,0,4,11233,4
0_総数,3,01_北海道,01430_月形町,3691,13,7,2,1,0,0,0,0,0,0,0,0,1,2,3678,0
0_総数,3,01_北海道,01431_浦臼町,1732,8,0,1,0,0,0,4,0,0,0,0,0,0,3,1724,0
0_総数,3,01_北海道,01432_新十津川町,6484,19,0,3,0,3,0,6,0,0,0,2,0,0,5,6465,0
0_総数,3,01_北海道,01433_妹背牛町,2693,43,0,0,0,0,0,42,0,0,0,0,0,0,1,2650,0
0_総数,3,01_北海道,01434_秩父別町,2329,3,0,0,0,1,0,0,0,0,0,1,0,0,1,2326,0
0_総数,3,01_北海道,01436_雨竜町,2389,9,0,1,0,0,0,7,0,0,0,0,0,0,1,2380,0
0_総数,3,01_北海道,01437_北竜町,1724,6,1,0,1,0,0,3,0,0,0,0,0,0,1,1718,0
0_総数,3,01_北海道,01438_沼田町,2909,6,1,0,0,0,0,3,0,0,0,1,0,0,1,2903,0
0_総数,3,01_北海道,01452_鷹栖町,6567,3,0,0,0,0,0,0,0,0,0,1,0,0,2,6564,0
0_総数,3,01_北海道,01453_東神楽町,10127,43,3,1,0,0,0,14,0,0,0,4,0,0,21,10084,0
0_総数,3,01_北海道,01454_当麻町,6319,10,0,2,0,0,0,5,0,0,2,0,1,0,0,6309,0
0_総数,3,01_北海道,01455_比布町,3520,3,1,0,0,1,0,0,0,0,0,1,0,0,0,3517,0
0_総数,3,01_北海道,01456_愛別町,2605,40,1,0,2,1,0,33,0,0,1,1,0,0,1,2565,0
0_総数,3,01_北海道,01457_上川町,3500,48,4,6,3,2,1,29,0,1,0,0,0,0,2,3452,0
0_総数,3,01_北海道,01458_東川町,8314,266,14,59,2,14,24,102,0,8,2,5,0,0,36,8048,0
0_総数,3,01_北海道,01459_美瑛町,9668,86,5,21,5,0,1,43,0,0,3,3,0,0,5,9582,0
0_総数,3,01_北海道,01460_上富良野町,10348,60,3,6,21,1,1,6,0,6,0,1,0,1,14,10266,22
0_総数,3,01_北海道,01461_中富良野町,4733,34,0,13,0,0,2,8,0,0,0,6,0,0,5,4699,0
0_総数,3,01_北海道,01462_南富良野町,2376,18,3,3,0,0,0,0,0,7,0,1,0,0,4,2358,0
0_総数,3,01_北海道,01463_占冠村,1306,145,14,45,17,4,14,0,1,18,2,2,0,0,28,1161,0
0_総数,3,01_北海道,01464_和寒町,3192,22,2,5,0,0,0,9,0,0,0,2,0,0,4,3170,0
0_総数,3,01_北海道,01465_剣淵町,2926,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2925,0
0_総数,3,01_北海道,01468_下川町,3126,26,1,15,0,1,0,7,0,0,0,0,0,0,2,3100,0
0_総数,3,01_北海道,01469_美深町,4145,35,0,8,1,0,0,4,0,0,0,0,1,0,21,4110,0
0_総数,3,01_北海道,01470_音威子府村,706,1,0,0,0,0,0,0,0,0,0,0,0,0,1,705,0
0_総数,3,01_北海道,01471_中川町,1528,8,1,4,0,0,0,2,0,0,0,0,0,0,1,1495,25
0_総数,3,01_北海道,01472_幌加内町,1370,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1368,0
0_総数,3,01_北海道,01481_増毛町,3908,80,1,3,1,0,7,66,0,0,0,1,0,0,1,3828,0
0_総数,3,01_北海道,01482_小平町,2994,67,1,7,0,0,5,48,0,0,0,1,0,0,5,2927,0
0_総数,3,01_北海道,01483_苫前町,2936,26,0,2,0,1,6,13,0,0,0,2,0,0,2,2910,0
0_総数,3,01_北海道,01484_羽幌町,6548,22,0,3,2,0,12,0,0,0,0,2,0,0,3,6526,0
0_総数,3,01_北海道,01485_初山別村,1080,8,0,1,0,0,5,0,0,0,0,2,0,0,0,1072,0
0_総数,3,01_北海道,01486_遠別町,2520,60,0,6,1,0,0,48,0,0,0,1,0,0,4,2460,0
0_総数,3,01_北海道,01487_天塩町,2950,34,0,13,0,0,0,17,0,0,0,3,0,0,1,2912,4
0_総数,3,01_北海道,01511_猿払村,2611,161,1,98,0,0,0,58,0,0,0,3,0,0,1,2450,0
0_総数,3,01_北海道,01512_浜頓別町,3448,75,0,64,1,0,0,8,0,0,0,1,0,0,1,3367,6
0_総数,3,01_北海道,01513_中頓別町,1637,4,0,1,0,0,0,0,0,0,0,2,0,0,1,1633,0
0_総数,3,01_北海道,01514_枝幸町,7565,130,1,48,1,42,0,33,0,0,0,1,0,0,4,7435,0
0_総数,3,01_北海道,01516_豊富町,3974,42,1,4,0,0,0,35,0,0,0,1,0,0,1,3932,0
0_総数,3,01_北海道,01517_礼文町,2509,28,0,13,0,0,0,13,0,0,0,2,0,0,0,2481,0
0_総数,3,01_北海道,01518_利尻町,2004,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2003,0
0_総数,3,01_北海道,01519_利尻富士町,2458,11,0,3,1,0,0,3,0,0,0,1,3,0,0,2447,0
0_総数,3,01_北海道,01520_幌延町,2371,28,1,11,1,0,0,9,0,0,1,1,0,0,4,2343,0
0_総数,3,01_北海道,01543_美幌町,18697,88,2,35,10,3,0,15,0,2,0,0,0,0,21,18609,0
0_総数,3,01_北海道,01544_津別町,4373,9,1,4,0,0,0,2,0,0,0,1,0,0,1,4363,1
0_総数,3,01_北海道,01545_斜里町,11418,187,6,25,12,37,4,81,0,0,0,2,0,0,20,11231,0
0_総数,3,01_北海道,01546_清里町,3883,2,0,0,0,0,0,0,0,0,0,1,0,0,1,3879,2
0_総数,3,01_北海道,01547_小清水町,4623,23,0,4,2,0,0,15,0,0,0,0,0,0,2,4600,0
0_総数,3,01_北海道,01549_訓子府町,4677,28,0,5,11,0,0,11,0,0,0,1,0,0,0,4649,0
0_総数,3,01_北海道,01550_置戸町,2775,5,0,0,4,0,0,0,0,0,0,1,0,0,0,2770,0
0_総数,3,01_北海道,01552_佐呂間町,4875,222,2,126,10,44,0,35,0,0,0,1,0,0,4,4653,0
0_総数,3,01_北海道,01555_遠軽町,19241,69,6,14,9,0,0,28,0,0,0,3,1,0,8,19172,0
0_総数,3,01_北海道,01559_湧別町,8270,145,1,36,11,4,0,87,0,1,0,1,0,0,4,8125,0
0_総数,3,01_北海道,01560_滝上町,2421,25,0,3,0,0,0,18,0,0,0,2,1,0,1,2396,0
0_総数,3,01_北海道,01561_興部町,3628,85,6,39,0,0,0,39,0,0,0,0,0,0,1,3543,0
0_総数,3,01_北海道,01562_西興部村,1053,28,0,0,2,0,0,20,0,0,0,6,0,0,0,1025,0
0_総数,3,01_北海道,01563_雄武町,4199,228,2,154,4,0,0,60,0,0,0,2,0,0,6,3971,0
0_総数,3,01_北海道,01564_大空町,6775,13,1,5,0,0,0,4,1,0,0,1,0,0,1,6762,0
0_総数,3,01_北海道,01571_豊浦町,3821,62,3,9,2,0,4,33,0,0,0,3,0,0,8,3759,0
0_総数,3,01_北海道,01575_壮瞥町,2743,26,3,6,1,0,1,0,0,0,0,0,0,0,15,2717,0
0_総数,3,01_北海道,01578_白老町,16212,189,15,60,7,2,0,94,0,0,1,2,1,0,7,16014,9
0_総数,3,01_北海道,01581_厚真町,4432,46,2,3,10,0,0,20,0,0,1,0,6,3,1,4386,0
0_総数,3,01_北海道,01584_洞爺湖町,8442,88,2,42,4,2,2,23,0,0,2,3,0,0,8,8352,2
0_総数,3,01_北海道,01585_安平町,7340,73,4,30,11,0,0,0,9,0,1,1,0,0,17,7267,0
0_総数,3,01_北海道,01586_むかわ町,7651,142,4,73,14,0,0,28,2,0,0,2,0,0,19,7509,0
0_総数,3,01_北海道,01601_日高町,11279,260,5,15,69,1,0,12,98,4,0,2,1,3,50,11019,0
0_総数,3,01_北海道,01602_平取町,4776,127,4,102,1,0,0,6,0,1,0,2,4,1,6,4649,0
0_総数,3,01_北海道,01604_新冠町,5309,146,0,2,18,8,0,46,55,0,0,3,0,0,14,5163,0
0_総数,3,01_北海道,01607_浦河町,12074,256,9,3,36,1,5,10,169,8,0,3,0,0,12,11818,0
0_総数,3,01_北海道,01608_様似町,4043,26,1,8,5,0,0,0,2,0,0,6,0,0,4,4017,0
0_総数,3,01_北海道,01609_えりも町,4374,39,3,18,2,0,8,1,0,0,1,2,0,0,4,4335,0
0_総数,3,01_北海道,01610_新ひだか町,21517,103,24,9,12,1,0,11,30,0,1,1,0,0,14,21385,29
0_総数,3,01_北海道,01631_音更町,43576,107,9,14,2,1,0,65,0,0,0,1,0,0,15,43413,56
0_総数,3,01_北海道,01632_士幌町,5848,90,2,42,1,7,1,21,0,0,0,2,0,0,14,5758,0
0_総数,3,01_北海道,01633_上士幌町,4778,136,6,46,0,5,0,56,0,0,1,3,0,0,19,4642,0
0_総数,3,01_北海道,01634_鹿追町,5266,75,1,27,0,1,5,30,0,4,1,1,0,0,5,5191,0
0_総数,3,01_北海道,01635_新得町,5817,33,7,4,1,0,1,6,0,0,1,3,1,0,9,5784,0
0_総数,3,01_北海道,01636_清水町,9094,135,2,45,7,6,4,44,1,0,1,2,1,0,22,8955,4
0_総数,3,01_北海道,01637_芽室町,18048,60,8,11,2,0,7,23,0,0,1,3,0,0,5,17978,10
0_総数,3,01_北海道,01638_中札内村,3884,76,0,7,2,1,2,61,0,0,0,3,0,0,0,3808,0
0_総数,3,01_北海道,01639_更別村,3080,8,1,1,1,0,0,2,0,0,0,0,0,0,3,3072,0
0_総数,3,01_北海道,01641_大樹町,5420,108,2,9,10,0,0,82,0,0,0,0,0,0,5,5312,0
0_総数,3,01_北海道,01642_広尾町,6387,51,2,22,1,0,7,16,0,0,0,1,0,0,2,6336,0
0_総数,3,01_北海道,01643_幕別町,25766,108,6,24,1,0,4,57,0,0,0,5,0,0,11,25623,35
0_総数,3,01_北海道,01644_池田町,6294,22,1,4,8,0,0,7,0,0,0,2,0,0,0,6272,0
0_総数,3,01_北海道,01645_豊頃町,3022,50,0,3,5,0,3,28,0,0,0,2,0,0,9,2972,0
0_総数,3,01_北海道,01646_本別町,6618,42,2,1,2,10,0,2,0,0,0,2,1,0,22,6576,0
0_総数,3,01_北海道,01647_足寄町,6563,26,4,6,0,0,2,8,0,0,0,0,0,0,6,6536,1
0_総数,3,01_北海道,01648_陸別町,2264,41,0,3,0,2,0,33,0,0,0,0,0,0,3,2223,0
0_総数,3,01_北海道,01649_浦幌町,4387,34,3,6,1,0,1,22,0,0,0,1,0,0,0,4353,0
0_総数,3,01_北海道,01661_釧路町,19105,72,11,2,1,1,0,42,2,0,0,1,0,1,11,18911,122
0_総数,3,01_北海道,01662_厚岸町,8892,156,2,9,41,0,0,101,0,0,0,2,0,0,1,8736,0
0_総数,3,01_北海道,01663_浜中町,5507,84,0,1,34,0,7,37,0,0,0,1,0,0,4,5423,0
0_総数,3,01_北海道,01664_標茶町,7230,95,7,0,3,0,0,77,0,4,0,3,0,0,1,7135,0
0_総数,3,01_北海道,01665_弟子屈町,6955,48,3,3,4,0,3,25,0,0,1,5,0,0,4,6884,23
0_総数,3,01_北海道,01667_鶴居村,2558,35,1,1,21,0,0,6,0,0,1,3,0,0,2,2523,0
0_総数,3,01_北海道,01668_白糠町,7289,90,5,0,78,0,2,0,0,0,1,2,1,0,1,7199,0
0_総数,3,01_北海道,01691_別海町,14380,395,6,21,103,1,6,230,0,0,0,2,0,0,26,13972,13
0_総数,3,01_北海道,01692_中標津町,23010,107,17,16,14,1,0,32,0,5,1,6,0,0,15,22883,20
0_総数,3,01_北海道,01693_標津町,5023,77,2,0,24,0,0,49,0,0,0,0,0,0,2,4946,0
0_総数,3,01_北海道,01694_羅臼町,4722,42,3,8,3,0,0,28,0,0,0,0,0,0,0,4680,0
0_総数,a,02_青森県,02000_青森県,1237984,5409,633,1029,597,101,134,1693,14,62,24,366,21,6,729,1224334,8241
0_総数,2,02_青森県,02201_青森市,275192,922,219,136,29,33,17,250,2,14,3,46,4,0,169,271454,2816
0_総数,2,02_青森県,02202_弘前市,168466,641,99,171,57,8,8,174,1,1,3,35,3,0,81,166298,1527
0_総数,2,02_青森県,02203_八戸市,223415,1096,134,246,158,16,54,302,0,30,8,37,3,6,102,220832,1487
0_総数,2,02_青森県,02204_黒石市,31946,116,7,41,6,2,2,40,1,4,1,5,0,0,7,31778,52
0_総数,2,02_青森県,02205_五所川原市,51415,97,14,13,9,1,4,26,0,0,1,9,1,0,19,51001,317
0_総数,2,02_青森県,02206_十和田市,60378,310,49,41,37,2,2,95,0,9,2,11,2,0,60,59560,508
0_総数,2,02_青森県,02207_三沢市,39152,659,30,75,95,7,2,270,7,0,1,112,0,0,60,38211,282
0_総数,2,02_青森県,02208_むつ市,54103,153,17,13,21,3,8,59,0,3,0,8,1,0,20,53212,738
0_総数,2,02_青森県,02209_つがる市,30934,58,5,4,5,1,1,13,0,0,0,5,0,0,24,30849,27
0_総数,2,02_青森県,02210_平川市,30567,48,3,12,3,0,1,1,0,1,0,4,0,0,23,30515,4
0_総数,3,02_青森県,02301_平内町,10126,47,6,12,4,0,0,23,0,0,0,2,0,0,0,10079,0
0_総数,3,02_青森県,02303_今別町,2334,3,2,0,0,0,0,0,0,0,0,0,0,0,1,2331,0
0_総数,3,02_青森県,02304_蓬田村,2540,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2538,0
0_総数,3,02_青森県,02307_外ヶ浜町,5401,36,0,0,2,0,3,15,0,0,0,2,1,0,13,5365,0
0_総数,3,02_青森県,02321_鰺ヶ沢町,9044,14,2,1,2,0,1,0,0,0,0,3,0,0,5,9022,8
0_総数,3,02_青森県,02323_深浦町,7346,22,0,16,0,1,0,3,0,0,0,0,0,0,2,7324,0
0_総数,3,02_青森県,02343_西目屋村,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265,0
0_総数,3,02_青森県,02361_藤崎町,14573,27,1,1,2,1,1,6,0,0,0,0,0,0,15,14544,2
0_総数,3,02_青森県,02362_大鰐町,8665,2,1,0,0,0,0,0,0,0,0,0,0,0,1,8663,0
0_総数,3,02_青森県,02367_田舎館村,7326,11,0,0,0,0,0,10,0,0,0,0,0,0,1,7312,3
0_総数,3,02_青森県,02381_板柳町,12700,19,6,2,3,1,0,0,0,0,0,2,0,0,5,12681,0
0_総数,3,02_青森県,02384_鶴田町,12074,15,0,2,3,0,0,0,0,0,1,3,0,0,6,12059,0
0_総数,3,02_青森県,02387_中泊町,9657,64,2,10,1,1,5,41,0,0,0,2,0,0,2,9593,0
0_総数,3,02_青森県,02401_野辺地町,12374,151,7,37,1,1,2,100,0,0,0,1,0,0,2,12223,0
0_総数,3,02_青森県,02402_七戸町,14556,54,3,9,12,1,1,15,0,0,0,3,0,0,10,14502,0
0_総数,3,02_青森県,02405_六戸町,10447,81,1,20,2,0,1,20,0,0,0,19,0,0,18,10366,0
0_総数,3,02_青森県,02406_横浜町,4229,76,1,0,8,3,1,60,0,0,0,0,1,0,2,4153,0
0_総数,3,02_青森県,02408_東北町,16428,103,0,49,9,1,1,37,0,0,0,2,1,0,3,16325,0
0_総数,3,02_青森県,02411_六ヶ所村,10367,103,7,13,5,1,6,49,3,0,2,3,2,0,12,10066,198
0_総数,3,02_青森県,02412_おいらせ町,24273,228,8,46,52,10,3,26,0,0,1,29,1,0,52,23942,103
0_総数,3,02_青森県,02423_大間町,4718,9,2,2,3,0,0,0,0,0,0,2,0,0,0,4705,4
0_総数,3,02_青森県,02424_東通村,5955,12,2,3,0,5,0,0,0,0,0,0,0,0,2,5943,0
0_総数,3,02_青森県,02425_風間浦村,1636,3,0,1,0,0,0,0,0,0,0,2,0,0,0,1633,0
0_総数,3,02_青森県,02426_佐井村,1788,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1787,0
0_総数,3,02_青森県,02441_三戸町,9082,34,0,7,14,0,2,3,0,0,0,3,1,0,4,9035,13
0_総数,3,02_青森県,02442_五戸町,16042,72,3,18,16,1,3,28,0,0,0,2,0,0,1,15970,0
0_総数,3,02_青森県,02443_田子町,4968,13,0,3,8,0,0,0,0,0,0,2,0,0,0,4955,0
0_総数,3,02_青森県,02445_南部町,16809,33,0,12,9,1,5,0,0,0,0,4,0,0,2,16776,0
0_総数,3,02_青森県,02446_階上町,13496,66,2,10,18,0,0,27,0,0,1,5,0,0,3,13278,152
0_総数,3,02_青森県,02450_新郷村,2197,8,0,3,2,0,0,0,0,0,0,1,0,0,2,2189,0
0_総数,a,03_岩手県,03000_岩手県,1210534,6937,681,1751,1153,83,197,1885,26,75,35,166,58,7,820,1194745,8852
0_総数,2,03_岩手県,03201_盛岡市,289731,1321,241,342,99,17,27,192,8,43,10,43,3,1,295,282387,6023
0_総数,2,03_岩手県,03202_宮古市,50369,125,19,39,14,5,3,21,1,0,1,8,0,0,14,50044,200
0_総数,2,03_岩手県,03203_大船渡市,34728,318,13,117,37,0,10,86,0,0,0,5,0,0,50,34275,135
0_総数,2,03_岩手県,03205_花巻市,93193,373,37,98,44,25,3,95,0,3,7,16,0,1,44,92424,396
0_総数,2,03_岩手県,03206_北上市,93045,736,81,104,95,4,43,301,1,5,3,14,33,2,50,91883,426
0_総数,2,03_岩手県,03207_久慈市,33043,324,13,172,59,1,1,64,0,1,0,3,1,0,9,32588,131
0_総数,2,03_岩手県,03208_遠野市,25366,155,14,33,14,0,1,49,5,0,0,2,1,0,36,25201,10
0_総数,2,03_岩手県,03209_一関市,111932,799,76,158,265,8,22,166,0,5,1,9,13,0,76,110816,317
